"Date","WIKI.AAPL - Adj. Open","WIKI.AAPL - Adj. High","WIKI.AAPL - Adj. Low","WIKI.AAPL - Adj. Close","WIKI.AAPL - Adj. Volume"
2015-07-09,123.29332267266,123.50237877085,118.68413346011,119.53031290518,78595038
2015-07-08,123.92049096724,124.07977180396,121.98921082202,122.01907597891,60761614
2015-07-07,125.32415334082,125.58298470049,123.2136822543,125.12505229493,46946811
2015-07-06,124.37842337281,125.66262511885,124.28882790215,125.43365891607,28060431
2015-07-02,125.86172616475,126.12055752442,125.20469271329,125.87168121705,27210952
2015-07-01,126.32961362261,126.36943383179,125.42370386377,126.03096205376,30238811
2015-06-30,125.00559166739,125.55311954361,124.29878295445,124.86124340911,44370682
2015-06-29,124.89608609214,125.90154637393,123.92049096724,123.97026622871,49161427
2015-06-26,127.09615264932,127.41471432276,125.94136658311,126.18028783819,44066841
2015-06-25,128.28080387242,128.61927565045,126.92691676031,126.92691676031,31938100
2015-06-24,126.63822024375,129.21657878814,126.5486247731,127.5341749503,55280855
2015-06-23,126.90700665572,127.03642233555,126.30890711384,126.45902930245,30268863
2015-06-22,126.91696170801,127.48439968882,126.50880456392,127.03642233555,34039345
2015-06-19,127.1359728585,127.24547843375,125.83186100787,126.03096205376,54716887
2015-06-18,126.65813034834,127.7332759962,126.64817529605,127.30520874751,35407220
2015-06-17,127.1459279108,127.30520874751,126.17033278589,126.72781571441,32918071
2015-06-16,126.45902930245,127.27534359063,125.80199585098,127.02646728326,31494131
2015-06-15,125.53320943902,126.66808540064,125.14496239952,126.3495237272,43988946
2015-06-12,127.60883784251,127.75318610079,126.53866972081,126.59840003458,36886246
2015-06-11,128.59936554586,129.59487077535,127.89753435906,128.01201746045,35390887
2015-06-10,127.34502895669,128.75864638257,127.27534359063,128.30071397701,39087250
2015-06-09,126.13051257671,127.50430979341,125.05536692886,126.84727634195,56075420
2015-06-08,128.3206240816,128.62923070274,126.25992825655,127.22556832916,52674786
2015-06-05,128.91792721929,129.1070732129,127.78305125767,128.07174777422,35626800
2015-06-04,128.99756763765,129.99307286714,128.33057913389,128.77855648716,38450118
2015-06-03,130.0727132855,130.35145474976,129.31612931109,129.53514046158,30983542
2015-06-02,129.27630910191,130.06773575936,128.73873627798,129.37585962486,33667627
2015-06-01,130.61028610943,130.79943210303,129.46545509551,129.94827513182,32112797
2015-05-29,130.64015126632,130.8591624168,129.31612931109,129.6944212983,50884452
2015-05-28,131.2673195609,131.35691503155,130.51073558648,131.18767914254,30733309
2015-05-27,129.75415161207,131.66552165269,129.46545509551,131.45148802835,45833246
2015-05-26,132.00399343072,132.31260005186,128.53963523209,129.03738784683,70697560
2015-05-22,131.00848820123,132.37233036563,130.80938715533,131.94426311695,45595972
2015-05-21,129.4853652001,131.03835335811,129.24644394503,130.79943210303,39730364
2015-05-20,129.41567983404,130.39127495894,128.75864638257,129.47541014781,36454932
2015-05-19,130.10257844239,130.29172443599,129.05729795142,129.4853652001,44633240
2015-05-18,127.80296136226,130.13244359927,127.78305125767,129.60482582764,50882918
2015-05-15,128.48985997061,128.907972167,127.63372547325,128.19120840176,38208034
2015-05-14,126.83732128965,128.37039934307,126.58844498228,128.37039934307,45203456
2015-05-13,125.58298470049,126.61831013917,125.30424323623,125.44361396836,34030445
2015-05-12,125.03545682427,126.30970351802,124.25896274527,125.29926571009,48160032
2015-05-11,126.81741118506,126.98664707408,125.06034445501,125.75222058951,42035757
2015-05-08,126.11060247212,127.04637738785,125.54316449131,127.04637738785,55550382
2015-05-07,124.20918748379,125.51329933443,123.46255856167,124.69698504624,43940895
2015-05-06,125.47026894143,125.65863296718,122.29782219196,123.93361504715,72141010
2015-05-05,127.04657842007,127.34379702491,124.69698504624,124.71681283843,49271416
2015-05-04,128.3849543925,129.44574127435,127.15563127708,127.59184270513,50988278
2015-05-01,125.01422972119,129.0095298463,124.22111803382,127.83969010744,58512638
2015-04-30,126.40217517408,126.77890322558,123.50731751519,124.07240959244,83195423
2015-04-29,129.03927153458,130.45695867575,127.19528686145,127.53235932858,63386083
2015-04-28,133.29728990613,133.38155802291,128.45435166514,129.43582737826,118923970
2015-04-27,131.17075919438,131.98369867393,130.02074724769,131.50783166151,96954207
2015-04-24,129.36643010562,129.50522465091,128.11727919801,129.15823828768,44525905
2015-04-23,127.19528686145,129.29703283297,127.03666452398,128.55349062607,45770902
2015-04-22,125.89656647339,127.7603789387,125.23233543522,127.5125315364,37654505
2015-04-21,126.99700893961,127.09614790053,125.57932179844,125.81725530465,32435057
2015-04-20,124.48879322831,127.01683673179,124.09223738463,126.501314135,47054310
2015-04-17,124.46896543613,125.05388530556,123.38835076209,123.67585374876,51957046
2015-04-16,125.19267985085,126.0056193304,125.02414361728,125.08362699384,28368987
2015-04-15,125.32156050005,126.03536101868,124.92500465636,125.68837465545,28970419
2015-04-14,125.90648036948,126.19398335615,124.82586569544,125.21250764303,25524593
2015-04-13,127.26468413409,127.46296205594,125.51983842189,125.7577719281,36365123
2015-04-10,124.86552127981,126.11467218741,124.18146244946,126.0056193304,40187953
2015-04-09,124.76638231889,125.49009673361,123.58662868393,125.47026894143,32483974
2015-04-08,124.76638231889,125.31164660395,123.89395946279,124.51853491659,37329243
2015-04-07,126.54096971937,127.01862123309,124.89526296809,124.92500465636,35012268
2015-04-06,123.39826465818,126.41208907017,123.25947011289,126.2534667327,37193975
2015-04-02,123.95344283934,124.47887933222,123.1206755676,124.24094582601,32220131
2015-04-01,123.7452510214,124.04266790417,122.04006089357,123.18015894416,40621437
2015-03-31,125.0043158251,125.40087166878,123.28425485312,123.35860907381,42090553
2015-03-30,122.98188102231,125.31164660395,122.93231154185,125.28190491568,47099670
2015-03-27,123.4974036191,123.6262842683,121.85169686782,122.18876933495,39546151
2015-03-26,121.70298842643,123.80473439796,121.54436608896,123.17024504806,47572869
2015-03-25,125.45044114924,125.72803023982,122.31764998414,122.31764998414,51655177
2015-03-24,126.1344999796,126.93752556306,125.47026894143,125.59914959062,32842304
2015-03-23,126.02544712258,126.74916153731,125.43061335706,126.11467218741,37709674
2015-03-20,127.14571738099,127.29442582237,124.08232348853,124.81595179935,68695136
2015-03-19,127.64141218559,128.13224918111,126.30303621316,126.39721822604,45809490
2015-03-18,125.90648036948,128.04788192537,125.28190491568,127.36382309502,65270945
2015-03-17,124.81595179935,126.22372504443,124.56810439705,125.94613595385,51023104
2015-03-16,122.81334478875,123.8741316706,121.81204128345,123.8741316706,35874300
2015-03-13,123.32886738554,124.31539918566,121.52453829678,122.52584180208,51827283
2015-03-12,121.25686310229,123.82456219014,120.58271816803,123.378436866,48362719
2015-03-11,123.67585374876,123.69568154094,121.05858518045,121.18746582965,68938974
2015-03-10,125.32156050005,126.1245860835,122.73403362001,123.43792024255,68856582
2015-03-09,126.85821439432,128.45435166514,123.98318452761,126.04527491477,88528487
2015-03-06,127.29442582237,128.2560737433,125.17285205866,125.5099245258,72842060
2015-03-05,127.47287595203,127.64141218559,124.67715725406,125.32156050005,56517146
2015-03-04,127.98839854882,128.44443776905,127.21511465363,127.43322036766,31666340
2015-03-03,127.84960400353,128.40478218468,126.98709504352,128.24615984721,37816283
2015-03-02,128.1371069902,129.15823828768,127.19528686145,127.97848465272,48096663
2015-02-27,128.8806491971,129.44574127435,127.1358034849,127.35390919892,62014847
2015-02-26,127.67611082192,129.74315815712,125.51983842189,129.29207588493,91287529
2015-02-25,130.42721698747,130.46687257184,127.04657842007,127.68106776996,74711746
2015-02-24,131.79533464818,132.44965179025,130.04057503988,131.03196464909,69228130
2015-02-23,128.90047698929,131.85481802473,128.54357672997,131.85481802473,70974110
2015-02-20,127.5125315364,128.3849543925,126.94743945915,128.37999744445,48948419
2015-02-19,127.37373699111,127.91900127617,127.22502854973,127.34399530283,37362381
2015-02-18,126.52609887523,127.67115387387,126.35260569362,127.60671354927,44891737
2015-02-17,126.39226127799,127.77029283479,125.82716920074,126.72933374512,63152405
2015-02-13,126.18406946006,126.18406946006,124.56810439705,125.98579153822,54272219
2015-02-12,124.97457413682,126.3823473819,124.48879322831,125.37112998051,74474466
2015-02-11,121.71290232253,123.84438998232,121.44522712804,123.80473439796,73561797
2015-02-10,119.13528933858,121.09824076482,119.12537544249,120.96936011562,62008506
2015-02-09,117.52923817167,118.80813076755,117.41027141856,118.68916401444,38889797
2015-02-06,118.9865808972,119.21460050732,117.43009921075,117.90596622317,43706567
2015-02-05,118.9865808972,119.19477271514,118.22321089811,118.90726972847,42246245
2015-02-04,117.02110674216,119.00602171728,116.83249044353,118.06787782357,70149743
2015-02-03,117.02110674216,117.60374347615,116.14221404173,117.16923472538,51915749
2015-02-02,116.5767227925,117.6827450672,114.63130861291,117.14948432761,62739100
2015-01-30,116.92235475335,118.50238657434,115.39169892676,115.69783009208,83745461
2015-01-29,114.86831338606,117.70249546496,114.11779827109,117.41611469741,84436432
2015-01-28,116.15702684005,116.64584918467,113.87091829906,113.87091829906,146477063
2015-01-27,111.01698582239,111.07623701568,107.66929340167,107.77792058936,95568749
2015-01-26,112.32051207471,112.93534195705,111.39224337988,111.68849934631,55614979
2015-01-23,110.89848343582,112.33038727359,110.13809312197,111.56999695974,46464828
2015-01-22,108.88394286405,111.0663618168,108.35068212447,110.99723542463,53796409
2015-01-21,107.59029181062,109.67395877455,106.9187782867,108.18280374349,48575897
2015-01-20,106.4941447348,107.60678339275,105.17086808472,107.36316223635,49899907
2015-01-16,105.69425362543,106.23738956389,103.88709223017,104.66723294178,78513345
2015-01-15,108.62718769314,108.68643888643,105.32887126682,105.48687444892,60013996
2015-01-14,107.67916860055,109.11107243832,107.14590786096,108.42968371552,48956588
2015-01-13,110.03934113315,111.39224337988,107.55079101509,108.84444206853,67091928
2015-01-12,111.19473940225,111.2243649989,107.4421638274,107.88654777705,49650790
2015-01-09,111.26386579442,111.83662732953,108.83456686965,110.61210266826,53315099
2015-01-08,107.86679737929,110.7503554526,107.34341183859,110.49360028169,59364547
2015-01-07,105.86213200641,106.84965189453,105.36343446291,106.40526794487,40105934
2015-01-06,105.21036888025,106.08926158068,103.32420589394,104.93386331158,65797116
2015-01-05,106.93852868446,107.29403584418,104.09447140667,104.92398811269,64285491
2015-01-02,109.99984033763,110.04921633203,106.01025998963,107.9655493681,53204626
2014-12-31,111.41199377764,111.71812494296,108.83456686965,109.00244525063,41403351
2014-12-30,112.2217600859,112.49826565457,110.71085465707,111.1157378112,29881477
2014-12-29,112.36988806912,113.33765755947,112.28101127918,112.48839045569,27598920
2014-12-26,110.70097945819,113.09077758744,110.61210266826,112.56739204674,33720951
2014-12-24,111.17498900449,111.30336658995,110.61210266826,110.61210266826,14479611
2014-12-23,111.81687693177,111.91562892058,111.05648661792,111.13548820897,26028419
2014-12-22,110.76023065148,112.07363210268,110.57260187274,111.53049616421,45167549
2014-12-19,110.85898264029,111.82675213065,110.26647070742,110.384973094,88429770
2014-12-18,110.47384988393,111.24411539666,109.2789508193,111.24411539666,59006218
2014-12-17,105.78313041536,108.46918451104,105.48687444892,108.04455095915,53411773
2014-12-16,105.04249049927,108.78519087524,104.93386331158,105.41281045731,60790733
2014-12-15,109.31845161483,110.20721951413,105.02274010151,106.87433989173,67218082
2014-12-12,109.08144684168,110.47384988393,108.21242934013,108.36055732335,56028138
2014-12-11,110.85898264029,112.379763268,109.95046434322,110.2269699119,41471578
2014-12-10,112.98215039975,113.41665915052,110.14796832085,110.55285147498,44565318
2014-12-09,108.81481647189,112.87352321206,107.98529976587,112.6957696322,60208036
2014-12-08,112.67601923443,113.21718013312,110.2269699119,110.99723542463,57664850
2014-12-05,114.54243182298,114.63130861291,113.20927997402,113.56478713374,38318895
2014-12-04,114.32517744759,115.7373308876,113.85116790129,114.04867187892,42155776
2014-12-03,114.30542704983,114.8979389827,113.67341432143,114.48318062969,43063440
2014-12-02,112.08350730156,114.30542704983,111.34286738547,113.19940477514,59348940
2014-12-01,117.32723790748,117.76174665825,109.88133795105,113.63391352591,83814037
2014-11-28,117.78149705601,117.90987464147,116.5767227925,117.44574029405,24814402
2014-11-26,116.46809560481,117.61361867503,116.35946841712,117.51486668622,40831886
2014-11-25,117.58399307839,118.25550660231,115.98421085963,116.13233884285,68840440
2014-11-24,115.39169892676,117.28773711195,115.16456935249,117.14454672817,47450824
2014-11-21,116.04346205292,116.10271324621,114.5819326185,115.01644136928,57179298
2014-11-20,113.47591034381,115.40157412564,113.41665915052,114.85843818718,43395537
2014-11-19,113.99929588451,114.29555185095,112.379763268,113.23890557066,41869160
2014-11-18,112.51801605233,114.24617585654,112.46864005793,114.02892148116,44223978
2014-11-17,112.84389761541,115.81633247865,111.88600332394,112.56739204674,46746712
2014-11-14,111.73787534072,112.76489602436,111.63912335191,112.75502082548,44063595
2014-11-13,110.40472349176,112.03413130716,110.20721951413,111.41199377764,59522855
2014-11-12,108.01492536251,110.03934113315,108.00505016363,109.86158755329,46942431
2014-11-11,107.34341183859,108.38030772111,107.04715587215,108.33093172671,27442252
2014-11-10,107.65941820279,107.9655493681,107.31378624194,107.47178942404,27195547
2014-11-07,107.39278783299,107.95567416922,107.19528385537,107.6495430039,33691535
2014-11-06,107.24465984978,107.43228862852,106.45464393928,107.34341183859,34968457
2014-11-05,107.2745830502,107.47123673131,106.31589635474,107.03859863285,37435905
2014-11-04,107.53023283565,107.65805772838,105.91767265048,106.7829488474,41574365
2014-11-03,106.40930685327,108.45450513691,106.2028204881,107.56956357187,52282550
2014-10-31,106.2028204881,106.23231854027,105.41620576363,106.19298780404,44639285
2014-10-30,105.16940539382,105.55386334041,104.1281241523,105.19005403034,40654793
2014-10-29,104.86557545649,105.57352870852,104.58042761887,105.54403065635,52687879
2014-10-28,103.6364899495,104.954069613,103.58732652922,104.954069613,48060949
2014-10-27,103.09569232643,103.71515142195,102.94820206559,103.35134211188,34187701
2014-10-24,103.42017090027,103.72498410601,102.78104643664,103.4595016365,47053916
2014-10-23,102.33857565412,103.29332927595,101.8961048716,103.07602695831,71074674
2014-10-22,101.11932283118,102.36807370629,100.88333841384,101.26681309202,68263146
2014-10-21,101.29631114419,101.29631114419,99.575591434403,100.75551352111,94623904
2014-10-20,96.670033295876,98.287509823076,96.576622797344,98.090856141957,77517279
2014-10-17,95.868669545317,97.343572153707,95.190214345458,96.035825174268,68179688
2014-10-16,93.951296154411,96.084988594548,93.813638577628,94.649416722382,72154523
2014-10-15,96.330805695946,97.491062414546,93.587486844342,95.908000281541,100933600
2014-10-14,98.710315237481,98.838140130208,96.920766739302,97.097755052309,63688562
2014-10-13,99.634587538738,100.07705832126,98.140019562237,98.140019562237,53583368
2014-10-10,99.005295759159,100.32287542265,98.621821080978,99.044626495383,66331592
2014-10-09,99.841073903913,100.66701936461,98.926634286711,99.329774333005,77376525
2014-10-08,97.107587736364,99.418268489508,96.665116953848,99.113455283774,57404674
2014-10-07,97.766377568112,98.444832767971,97.078089684197,97.097755052309,42094183
2014-10-06,98.27767713902,98.965965022935,97.756544884056,97.953198565174,37051182
2014-10-03,97.776210252168,98.533326924474,97.38290288993,97.953198565174,43469585
2014-10-02,97.609054623217,98.54315960853,96.399634484337,98.22851371874,47757828
2014-10-01,98.9069689186,99.005295759159,97.048591632029,97.520560466714,51491286
2014-09-30,99.12328796783,99.841073903913,98.847972814264,99.064291863495,55264139
2014-09-29,96.999428211749,98.754562315733,96.979762843637,98.435000083915,49766312
2014-09-26,96.881436003078,99.064291863495,96.753611110351,99.064291863495,62370501
2014-09-25,98.828307446152,99.024961127271,96.084988594548,96.232478855387,99565849
2014-09-24,100.45070031538,101.12915551524,99.506762646011,100.04756026909,59725174
2014-09-23,98.916801602656,101.21764967174,98.85780549832,100.92266915007,63347200
2014-09-22,100.09672368937,100.43103494727,98.897136234544,99.369105069228,52722000
2014-09-19,100.57852520811,100.63752131244,99.192116756222,99.270778228669,70838500
2014-09-18,100.22454858209,100.63752131244,99.860739272025,100.08689100531,37023900
2014-09-17,99.575591434403,100.09672368937,98.909132109092,99.880404640137,60892400
2014-09-16,98.130186878181,99.565758750347,97.235412629092,99.17245138811,66818200
2014-09-15,101.08982477902,101.32580919636,99.742747063354,99.929568060416,61216500
2014-09-12,99.516595330067,100.48019836755,99.38877043734,99.959066112584,62626100
2014-09-11,98.729980605593,99.742747063354,97.953198565174,99.732914379298,62353100
2014-09-10,96.37013643217,99.418268489508,96.124319330771,99.310108964893,100741900
2014-09-09,97.422233626154,101.35530724853,94.531424513711,96.350471064058,189560600
2014-09-08,97.638552675385,97.648385359441,96.409467168393,96.714280374127,46277800
2014-09-05,97.146918472588,97.727046831888,96.665116953848,97.314074101539,58353200
2014-09-04,97.196081892868,98.415334715803,96.153817382939,96.478295956785,85594800
2014-09-03,101.37497261664,101.4732994572,96.930599423358,97.284576049371,125233100
2014-09-02,101.33564188041,102.00426439622,101.00133062251,101.57162629776,53491400
2014-08-29,101.1389881993,101.17831893552,100.4900310516,100.78501157328,44567000
2014-08-28,99.890237324193,101.06032672685,99.860739272025,100.53919447188,68389800
2014-08-27,99.329774333005,100.85384036167,99.015128443215,100.42120226321,46827400
2014-08-26,99.723081695242,99.801743167689,99.17245138811,99.200966171872,33119800
2014-08-25,100.08689100531,100.46053299944,99.585424118459,99.841073903913,40144700
2014-08-22,98.611988396922,99.772245115521,98.513661556362,99.624754854683,44102400
2014-08-21,98.887303550488,99.251112860557,98.435000083915,98.897136234544,33421900
2014-08-20,98.759478657761,99.398603121396,98.27767713902,98.887303550488,52612800
2014-08-19,97.7467122,98.995463075103,97.658218043497,98.847972814264,69274700
2014-08-18,96.842105266854,97.707381463776,96.340638380002,97.500895098602,47572000
2014-08-15,96.261976907554,96.547124745176,95.239377765738,96.340638380002,48951000
2014-08-14,95.701513916366,95.937498333709,95.180381661402,95.868669545317,28116000
2014-08-13,94.541257197767,95.613019759863,94.433097673152,95.613019759863,31916000
2014-08-12,94.433097673152,95.25904313385,94.010292258747,94.36426888476,33795000
2014-08-11,93.675981000845,94.472428409375,93.248750878615,94.383934252872,36585000
2014-08-08,92.682879911196,93.233510218328,91.719276873715,93.154848745881,41865000
2014-08-07,93.341669742943,94.344603516648,92.525556966301,92.899198960426,46711000
2014-08-06,92.703518709852,93.41775162445,92.664382659737,92.908982972955,38558000
2014-08-05,93.300343474105,93.613431875025,92.321942221231,93.065527173415,55933000
2014-08-04,94.288528739508,94.493993002612,93.114447236059,93.525375762266,39958000
2014-08-01,92.850278897783,94.533129052727,92.762222785024,94.053712438818,48511000
2014-07-31,95.061465729279,95.345202092612,93.270991436519,93.535159774795,56843000
2014-07-30,96.313819332958,96.568203658706,95.560450368245,96.030082969625,33010000
2014-07-29,97.184596448016,97.292220585833,96.127923094912,96.255115257786,43143000
2014-07-28,95.707210556176,97.096540335258,95.4430422179,96.881292059625,55318000
2014-07-25,94.758161340888,95.726778581234,94.552697077784,95.561428769498,43469000
2014-07-24,94.93916557267,95.218009929739,94.337448802152,94.934273566405,45729000
2014-07-23,93.359047549277,95.765914631348,93.114447236059,95.090817766865,92918000
2014-07-22,92.63503062215,92.840494885254,92.087125920541,92.674166672265,55197000
2014-07-21,92.938335010541,92.94811902307,91.695765419391,91.91003529377,39079000
2014-07-18,91.597925294103,92.693734697323,91.010884542379,92.390430308932,49988000
2014-07-17,92.977471060656,93.221092972622,90.570603978585,91.079274789955,57298000
2014-07-16,94.875569491233,95.002761654106,92.693734697323,92.732870747438,53502000
2014-07-15,94.709241278244,94.758161340888,92.977471060656,93.26120742399,45477900
2014-07-14,93.789544100542,94.797297391003,93.584079837439,94.366800839738,42810000
2014-07-11,93.300343474105,93.818896138128,92.8135888508,93.163367298703,34018000
2014-07-10,91.734901469506,93.486239712151,91.500085168816,92.982363066921,39686000
2014-07-09,93.378615574335,93.877600213301,92.71330272238,93.329695511691,36436000
2014-07-08,94.190688614221,94.709241278244,91.891445669966,93.290559461576,65222000
2014-07-07,92.106693945598,93.916736263416,92.067557895483,93.895211435853,56468000
2014-07-03,91.646845356747,92.067557895483,91.186996767896,91.999069807782,22891800
2014-07-02,91.837633601058,92.028421845368,91.07937263008,91.460949118701,28465000
2014-07-01,91.500085168816,92.038205857897,91.118508680195,91.500085168816,38223000
2014-06-30,90.110755389734,91.700657425655,90.100971377206,90.92282842962,49589000
2014-06-27,88.858401786055,90.012915264447,88.809481723411,89.993347239389,64029000
2014-06-26,88.418121222262,89.083434074216,87.860432508123,88.936673886285,32629000
2014-06-25,88.261577021802,88.74099363571,87.713672320192,88.408337209733,36869000
2014-06-24,88.789913698354,89.7585309387,88.242008996744,88.330065109503,39036000
2014-06-23,89.347602412492,89.641122788355,88.643153510423,88.868185798584,43694000
2014-06-20,89.866155076516,90.551035953528,88.936673886285,88.946457898814,100898000
2014-06-19,90.29665162778,90.306435640309,89.366094196172,89.875939089044,35528000
2014-06-18,90.277083602723,90.29665162778,89.376954450079,90.189027489964,33514000
2014-06-17,90.316219652838,90.697796141459,89.817235013872,90.091187364677,29726000
2014-06-16,89.533498650538,90.746716204103,89.474794575366,90.208595515022,35561000
2014-06-13,90.208595515022,90.443411815712,88.917105861228,89.308466362377,54525000
2014-06-12,92.008853820311,92.087125920541,89.915075139159,90.29665162778,54749000
2014-06-11,92.096909933069,92.71330272238,91.451165106172,91.832741594793,45681000
2014-06-10,92.683950684794,92.997039085714,91.54900523146,92.214318083414,62777000
2014-06-09,90.697796141459,91.852309619851,89.768314951228,91.676197394333,10773571
2014-06-06,90.837567749012,91.027657135285,90.078607919997,90.232356688306,87484600
2014-06-05,90.320412801065,90.763474819848,89.818632729948,90.481150149751,75951400
2014-06-04,89.096013518896,90.55662681783,88.91011728085,90.127527982641,83870500
2014-06-03,87.840864483066,89.277716608716,87.811512445479,89.109990679651,73177300
2014-06-02,88.60960832461,88.731209623181,87.007825702047,87.867421088501,92337700
2014-05-30,89.171490186975,90.036676437731,87.902363990389,88.475427581359,141005200
2014-05-29,87.755603802458,89.016343702591,87.744422073854,88.808084007336,94118500
2014-05-28,87.499821760635,88.032351585414,87.186733359715,87.218880829453,78870400
2014-05-27,86.082537660043,87.477458303427,86.047594758154,87.445310833689,87216500
2014-05-23,84.876308686856,85.921702471231,84.767286832964,85.837937346824,58052400
2014-05-22,84.785457141946,85.239714866495,84.436028123063,84.879104119007,50190000
2014-05-21,84.398289789023,84.799434302702,84.150894043654,84.744923375756,49214900
2014-05-20,84.49333448216,84.757502820436,83.964997805607,84.52128880367,58709000
2014-05-19,83.562455575853,84.88749041546,83.489774339926,84.504516210764,79438800
2014-05-16,82.27376135421,83.517728661436,81.822299061812,83.514933229285,69064100
2014-05-15,83.12217501206,83.387741066412,82.191296105754,82.300317959645,57711500
2014-05-14,82.804893462913,83.499558352454,82.708451053702,83.00616457779,41601000
2014-05-13,82.744791671665,83.099811554851,82.563088581846,82.99078970096,39934300
2014-05-12,82.114421721599,82.976812540204,82.101842276919,82.860802105935,53302200
2014-05-09,81.702095479316,81.941104928233,81.113657011516,81.842216515889,72899400
2014-05-08,82.22064814334,83.081641245869,81.962070669366,82.184307525376,57574300
